news_id,news_title,event,location_prediction,village,district,state,date_prediction,event_type,url
62f7ce2ed1eafd03bd6fec49,New Audio Shows UK Could Not Prevent Iran Takeover Of Tanker,"“A new wave of extreme one-sided adventurism from the US is the main theme and the challenge that we all face in one way or another,” Iran’s Foreign Minister Mohammad Javad Zarif said.",Iran,,,,[],rape,https://kashmirobserver.net/2019/world-news/new-audio-shows-uk-could-not-prevent-iran-takeover-tanker-44945
62f7ce2ed1eafd03bd6fec49,New Audio Shows UK Could Not Prevent Iran Takeover Of Tanker,"“A new wave of extreme one-sided adventurism from the United States’s threatening peace and stability all around the world’s in different ways.”At the same time, Iran’s is gaining support among Iran’s's traditional European allies.",Iran,,,,[],rape,https://kashmirobserver.net/2019/world-news/new-audio-shows-uk-could-not-prevent-iran-takeover-tanker-44945
62f7ce2ed1eafd03bd6fec49,New Audio Shows UK Could Not Prevent Iran Takeover Of Tanker,Germany’s foreign minister warned Iran’s that Iran’s's seizure of commercial vessels is contributing to an “escalation spiral” that could lead to war.Germany’s foreign minister was quoted Sunday in the Bild newspaper as saying the seizure of a British-flagged tanker at the hands of Iran’s Revolutionary Guard as tensions flare in the strategic Strait of Hormuz and the temporary detention of another has made the situation in the Gulf “a lot more serious and dangerous than the situation in the Gulf has been.” Germany’s foreign minister said European efforts are focused on keeping diplomatic channels open with “voices of reason” despite the challenges involved.,Iran,,,,"[('2019-07-21', 'Sunday')]",rape,https://kashmirobserver.net/2019/world-news/new-audio-shows-uk-could-not-prevent-iran-takeover-tanker-44945
62f7ce2ed1eafd03bd6fec49,New Audio Shows UK Could Not Prevent Iran Takeover Of Tanker,"“keeping is about preventing war,” Germany’s foreign minister said.",Germany,,,,[],rape,https://kashmirobserver.net/2019/world-news/new-audio-shows-uk-could-not-prevent-iran-takeover-tanker-44945
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"JERUSALEM — Hundreds of Israeli troops, accompanied by bulldozers, have begun demolishing homes in the Palestinian village of Sur Baher despite Palestinian protests and international criticism.Residents of the Palestinian village of Sur Baher's Wadi al-Hummus neighbourhood told local media on Monday that homes in the Palestinian village of Sur Baher, were being targeted.",JERUSALEM,,,,"[('2019-07-22', 'Monday')]",fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""Preparations started past midnight as Hundreds of Israeli troops, accompanied by bulldozers stormed the Palestinian village of Sur Baher.",Sur Baher,,,,"[('2019-07-21', 'past midnight')]",fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"Families threatened with demolitions were woken up/ moved out of Families threatened with demolitions's homes,"" read a tweet by the Palestinian Liberation Organization (PLO).The Israeli military considers homes in the Palestinian village of Sur Baher, a security risk.The Israeli Supreme Court ruled in favour of the Palestinian Liberation Organization (PLO).The Israeli military last month, ending a seven-year legal battle, and set Monday as the deadline to knock down homes in the Palestinian village of Sur Baher.",Sur Baher,,,,"[('2019-07-22', 'Monday')]",fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"Palestinians say demolishing will set a precedent for other towns along the route of an Israeli separation wall that crisscrosses the occupied West Bankthe occupied West Bank.Al Jazeera's Rob Matheson, reporting from the demolition area, said demolishing began around 7:15am local time (04:15 GMT).",West Bankthe,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""We heard very loud bangs coming from a building right next door to where we are now.",West Bankthe,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"very loud bangs coming from a building right next door to where we are now was from a large mechanical digger that was ripping off part of the roof of a building right next door to where we are now,"" Al Jazeera's Rob Matheson said.",West Bankthe,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""The father of one of two families has been sitting on a chair in the street watching ""The father of one of the families's being torn apart.the Palestinian village of Sur Baher straddles the line between occupied East Jerusalem and the occupied West Bank.",East Jerusalem,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,the Palestinian village of Sur Baher was captured and occupied by Israel in the 1967 war.Al Jazeera's Rob Matheson said Israeli forces have levelled a building in the the occupied West Bank side and destroyed 50 percent of a home belonging to a Palestinian family of 10 the occupied East Jerusalem side.,Israel,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""In the early hours of the morning, while it was still dark, Israeli forces moved into a home belonging to a Palestinian family of 10 the East Jerusalem side and removed a Palestinian family of 10.",East Jerusalem,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,Israeli forces took a Palestinian family of 10 away - we heard screaming and shouting.,East Jerusalem,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"And within two hours, 50 percent of a home belonging to a Palestinian family of 10 has been destroyed.",East Jerusalem,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""The demolitions marked a ""very sombre and sad day"" for Palestinian residents, Al Jazeera's Rob Matheson said.",East Jerusalem,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"'I am losing everything'Israeli Internal Security Minister Gilad Erdan said the residents ""are making the residents's own law"" by constructing homes in the Palestinian village of Sur Baher.",Sur Baher,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""There are hundreds of illegal structures,"" Al Jazeera's Rob Matheson told Israel's Army Radio.",Israel,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""To Al Jazeera's Rob Matheson's regret there is no sufficient governance there.",Israel,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"But it is not just that there are hundreds of structures there - several dozens of hundreds of structures sit almost on the route of the separation fence, endangering the security forces that operate there.",Israel,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""But Palestinians accuse Israel of using security as a pretext to force Palestinians out of the demolition area as part of long-term efforts to expand settlements.",Israel,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,All settlements on occupied Palestinian lands are illegal under international law.Palestinians also point out that most of the buildings in the demolition area are meant to be under the Palestinian Authority and civilian control under the 1993 Oslo Accords.,Israel,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""I built this house stone by stone.",Israel,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"It was ""I's dream to live in this house.",Israel,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"Now ""I am losing everything,"" said ""I, ""I's voice breaking as a bulldozer destroyed this house.",Israel,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""I had a permit to build from the Palestinian Authority.",Israel,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""I thought ""I was doing the right thing,"" ""I said.",Israel,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""What is happening Monday is a mass displacement of the people living in the demolition area, despite the legal and diplomatic attempt to protect the people living in Wadi al-Hummus's property,"" Ali al-Obeidi, the chairman of the Wadi al-Hummus Committee told local Maan news agency.Residents said Residents would be made homeless.",Wadi al - Hummus 's,,,,"[('2019-07-22', 'Monday')]",fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""When this house is demolished, we will be in the streets,"" Ismail Abadiyeh, 42, who lives in one of homes in the Palestinian village of Sur Baher under threat with Ismail Abadiyeh, 42, who lives in one of the buildings under threat with his family, including four children,'s family, including four children, told the diplomats last week.Jamie McGoldrick, the United Nations humanitarian coordinator, and other United Nations officials called on the Israeli authorities last week to halt the demolition plans.",Sur Baher,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"Jamie McGoldrick, the United Nations humanitarian coordinator, and other UN officials said 17 Palestinians faced displacement from the demolition plans.More than 350 others ""risk massive property loss,"" called said.Palestinian officials say homes in the Palestinian village of Sur Baher lie within areas that Palestinian officials should control.",Sur Baher,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"homes in the Palestinian village of Sur Baher were all originally given permits and authorisation by the Palestinian Authority.But The Israeli Supreme Court said that homes in the Palestinian village of Sur Baher violated a construction ban, adding that buildings close to an Israeli separation wall that crisscrosses the occupied West Bank could provide cover for attackers.",Sur Baher,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"'Hundreds of soldiers'Israeli forces cut through the wire fence near the Palestinian village of Sur Baher early on Monday, allowing 'Hundreds of soldiers'Israeli forces easier access to homes in the Palestinian village of Sur Baher.",Sur Baher,,,,"[('2019-07-22', 'Monday')]",fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"Floodlights lit up a partly constructed multi-storey building as dozens of vehicles brought helmeted police and soldiers into the demolition area.After first light, mechanical diggers began destroying a two-storey house as soldiers moved through several floors of a partly constructed multi-storey building nearby.soldiers were filmed and photographed by Palestinian, Israeli and international activists who had mobilised to try and stop demolishing.",Sur Baher,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"""Since 2am they have been evacuating people from people's homes by force and they have started planting explosives in homes in the Palestinian village of Sur Baherthey .",Sur Baherthey,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4a,Israel Begins Demolishing Palestinian Homes,"There are hundreds of soldiers here,"" said Hamada Hamada, a community leader in one of the threatened areas.The Palestine Liberation Organization (PLO) issued a statement accusing The Israeli Supreme Court of aiming ""to set a precedent to enable the Israeli occupying forces to demolish numerous Palestinian buildings located in close proximity"" to an Israeli separation wall that crisscrosses the occupied West Bank.The European Union issued a statement saying: ""The continuation of this policy undermines the viability of the two-state solution and the prospect for a lasting peace.Israel credits an Israeli separation wall that crisscrosses the occupied West Bank with stemming Palestinian suicide bombings that peaked in 2002 and 2003.Palestinians call an Israeli separation wall that crisscrosses the occupied West Bank a land grab designed to annex parts of the occupied West Bank, including Israeli settlements.In some areas of JERUSALEM and the occupied West Bank is a high concrete wall, but in Sur Baher an Israeli separation wall that crisscrosses the occupied West Bank consists of two wire fences separated by a military patrol road and protected by watchtowers and electronic sensors.",Israel,,,,[],fight,https://kashmirobserver.net/2019/world-news/israel-begins-demolishing-palestinian-homes-44946
62f7ce2ed1eafd03bd6fec4b,"Ahead of Meeting Trump,PM Imran Khan Talks of Creating a ‘New Pakistan’","WASHINGTON  — Addressing Pakistan's US diaspora at a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump, his said his is on a mission to create a “New Pakistan” for his's people.his, was accompanied by Foreign Minister Shah Mahmood Qureshi, his's Advisers on Finance and Commerce Dr. Abdul Hafeez Shaikh and Abdul Razak Dawood, and Minister of State for Overseas Pakistanis Zulfi Bukhari to a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump on Sunday.a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump was organised by Dr. Abdullah Riar, Secretary of the Office of International Chapters of Pakistan Tehreek-e-Insaaf's ruling PTI party.",Washington DC,,,,"[('2019-07-21', 'Sunday')]",fight,https://kashmirobserver.net/2019/world-news/ahead-meeting-trumppm-imran-khan-talks-creating-new-pakistan-44950
62f7ce2ed1eafd03bd6fec4b,"Ahead of Meeting Trump,PM Imran Khan Talks of Creating a ‘New Pakistan’","a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump was attended by about 20,000 people.his told about 20,000 people that, ""Today what is happening in Pakistan's, is the formation of a Naya (New) Pakistan,” which would be based on a system of merit, where leaders and politicians would be made answerable for leaders and politicians's actions.Pakistan's at this time, his said, was in dire need of a system based on meritocracy, where good leaders would, with the passage of time, replace bad ones in every walk of life, be it politics or business or sports.",Washington DC,,,,"[('2019-07-22', 'Today')]",fight,https://kashmirobserver.net/2019/world-news/ahead-meeting-trumppm-imran-khan-talks-creating-new-pakistan-44950
62f7ce2ed1eafd03bd6fec4b,"Ahead of Meeting Trump,PM Imran Khan Talks of Creating a ‘New Pakistan’","""A society that doesn't have merit doesn't go forward,"" his said, adding that the United States had a system based on meritocracy, through which good leaders (have) replaced bad ones.a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump went viral on social media with enthusiastic Pakistani Diaspora waving enthusiastic Pakistani Diaspora's hands and looking forward to Addressing.A tweet by Indian news agency ANI revealed that Sunday's was marred somewhat by a group of Baloch youth demanding the creation of an independent Balochistan who raised slogans against Pakistan's.Baloch living in the United States have been raising Baloch living in the United States's voices from time-to-time to decry alleged atrocities, disappearance and human rights violations in Balochistan, the westernmost of Pakistan's's provinces, by Pakistan's's security forces.Over the weekend, Baloch living in the United States launched a mobile billboard campaign in which Baloch living in the United States urged United States President Donald Trump to help end ""enforced disappearances"" in Pakistan's.Local security personnel later removed the Baloch youth from a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump.All eyes, however, will be on a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald TrumpUnited States President Donald Trump .",the United States,,,,"[('2019-07-21', 'Sunday')]",fight,https://kashmirobserver.net/2019/world-news/ahead-meeting-trumppm-imran-khan-talks-creating-new-pakistan-44950
62f7ce2ed1eafd03bd6fec4b,"Ahead of Meeting Trump,PM Imran Khan Talks of Creating a ‘New Pakistan’","a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump is his's first face-to-face talks with United States President Donald Trump.According to media reports, a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump has been arranged primarily with the objective of mending bilateral relations, which have been left strained by the ongoing conflict in Afghanistan.Last week, both United States President Donald Trump and the United States Congress firmly reiterated that security assistance to Pakistan's would be held back until Pakistan's showed definite and irreversible progress in dealing with global terrorism emanating from Pakistan's's soil.Pakistan's is facing considerable economic pressure from financial institutions in the United States such as the International Monetary Fund (IMF) and Paris-based Financial Action Task Force (FATF) to meet all criteria in neutralising terrorism on its soil.",the United States,,,,[],fight,https://kashmirobserver.net/2019/world-news/ahead-meeting-trumppm-imran-khan-talks-creating-new-pakistan-44950
62f7ce2ed1eafd03bd6fec4b,"Ahead of Meeting Trump,PM Imran Khan Talks of Creating a ‘New Pakistan’","Not doing so visibly could invite punitive financial measures and global blacklisting by October this year.Since winning elections in Pakistan's less than a year ago, his has called for ""mutually beneficial"" ties with the United States, while being an outspoken critic of US anti-terrorist tactics such as drone strikes.Prime Minister Khan and President Trump are expected to discuss several issues, including counter-terrorism and defence, and trade and investment.",the United States,,,,[],fight,https://kashmirobserver.net/2019/world-news/ahead-meeting-trumppm-imran-khan-talks-creating-new-pakistan-44950
62f7ce2ed1eafd03bd6fec4c,"Ahead of Meeting Trump,PM Imran Talks of Creating a ‘New Pakistan’","WASHINGTON  — Addressing Pakistan's US diaspora at a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump, his said his is on a mission to create a “New Pakistan” for his's people.his, was accompanied by Foreign Minister Shah Mahmood Qureshi, his's Advisers on Finance and Commerce Dr. Abdul Hafeez Shaikh and Abdul Razak Dawood, and Minister of State for Overseas Pakistanis Zulfi Bukhari to a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump on Sunday.a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump was organised by Dr. Abdullah Riar, Secretary of the Office of International Chapters of Pakistan Tehreek-e-Insaaf's ruling PTI party.",Washington DC,,,,"[('2019-07-21', 'Sunday')]",fight,https://kashmirobserver.net/2019/world-news/ahead-meeting-trumppm-imran-talks-creating-new-pakistan-44950
62f7ce2ed1eafd03bd6fec4c,"Ahead of Meeting Trump,PM Imran Talks of Creating a ‘New Pakistan’","a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump was attended by about 20,000 people.his told about 20,000 people that, ""Today what is happening in Pakistan's, is the formation of a Naya (New) Pakistan,” which would be based on a system of merit, where leaders and politicians would be made answerable for leaders and politicians's actions.Pakistan's at this time, his said, was in dire need of a system based on meritocracy, where good leaders would, with the passage of time, replace bad ones in every walk of life, be it politics or business or sports.",Washington DC,,,,"[('2019-07-22', 'Today')]",fight,https://kashmirobserver.net/2019/world-news/ahead-meeting-trumppm-imran-talks-creating-new-pakistan-44950
62f7ce2ed1eafd03bd6fec4c,"Ahead of Meeting Trump,PM Imran Talks of Creating a ‘New Pakistan’","""A society that doesn't have merit doesn't go forward,"" his said, adding that the United States had a system based on meritocracy, through which good leaders (have) replaced bad ones.a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump went viral on social media with enthusiastic Pakistani Diaspora waving enthusiastic Pakistani Diaspora's hands and looking forward to Addressing.A tweet by Indian news agency ANI revealed that Sunday's was marred somewhat by a group of Baloch youth demanding the creation of an independent Balochistan who raised slogans against Pakistan's.Baloch living in the United States have been raising Baloch living in the United States's voices from time-to-time to decry alleged atrocities, disappearance and human rights violations in Balochistan, the westernmost of Pakistan's's provinces, by Pakistan's's security forces.Over the weekend, Baloch living in the United States launched a mobile billboard campaign in which Baloch living in the United States urged United States President Donald Trump to help end ""enforced disappearances"" in Pakistan's.Local security personnel later removed the Baloch youth from a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump.All eyes, however, will be on a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald TrumpUnited States President Donald Trump .",the United States,,,,"[('2019-07-21', 'Sunday')]",fight,https://kashmirobserver.net/2019/world-news/ahead-meeting-trumppm-imran-talks-creating-new-pakistan-44950
62f7ce2ed1eafd03bd6fec4c,"Ahead of Meeting Trump,PM Imran Talks of Creating a ‘New Pakistan’","a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump is his's first face-to-face talks with United States President Donald Trump.According to media reports, a large community event in the Capital One Arena in Washington DC ahead of his much-anticipated first bilateral meeting with United States President Donald Trump has been arranged primarily with the objective of mending bilateral relations, which have been left strained by the ongoing conflict in Afghanistan.Last week, both United States President Donald Trump and the United States Congress firmly reiterated that security assistance to Pakistan's would be held back until Pakistan's showed definite and irreversible progress in dealing with global terrorism emanating from Pakistan's's soil.Pakistan's is facing considerable economic pressure from financial institutions in the United States such as the International Monetary Fund (IMF) and Paris-based Financial Action Task Force (FATF) to meet all criteria in neutralising terrorism on its soil.",the United States,,,,[],fight,https://kashmirobserver.net/2019/world-news/ahead-meeting-trumppm-imran-talks-creating-new-pakistan-44950
62f7ce2ed1eafd03bd6fec4c,"Ahead of Meeting Trump,PM Imran Talks of Creating a ‘New Pakistan’","Not doing so visibly could invite punitive financial measures and global blacklisting by October this year.Since winning elections in Pakistan's less than a year ago, his has called for ""mutually beneficial"" ties with the United States, while being an outspoken critic of US anti-terrorist tactics such as drone strikes.Prime Minister Khan and President Trump are expected to discuss several issues, including counter-terrorism and defence, and trade and investment.",the United States,,,,[],fight,https://kashmirobserver.net/2019/world-news/ahead-meeting-trumppm-imran-talks-creating-new-pakistan-44950
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,"SRINAGAR — A day after he asked militants to ""kill those who have looted Kashmir"" instead of killing policemen, he Monday said that he made asked in a ""fit of anger"".After asked evoked sharp criticism, he said that as a Governor of Kashmir he should have avoided making such comment, ANI reported.",,,,,"[('2019-07-22', 'Monday')]",kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,"""Whatever he said was in a fit of anger and frustration due to rampant corruption.",,,,,[],kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,"As a Governor, he should not have said asked.",,,,,[],kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,"But if he was not holding this post, he would have said asked and would have been ready to bear the consequences,"" ANI quoted he as saying.",,,,,[],kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,"""Many of the political leaders and top bureaucrats are steeped in corruption here, ""Many of the political leaders and top bureaucrats are criminals.",,,,,[],kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,"As a Governor he should have avoided making such a comment, but as an individual, this is what he feel,"" he added.he on Sunday had asked militants to stop killing innocent people, including security personnel, and instead rise against ""those who have looted the wealth of Kashmir for years"".",,,,,"[('2019-07-21', 'Sunday')]",kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,"""These boys who have picked up guns are killing ""These boys who have picked up guns's own people, ""These boys who have picked up guns are killing PSOs (personal security officer) and SPOs (special police officers).",,,,,[],kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,"Why are militants killing ""These boys who have picked up guns?",,,,,[],kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,Kill those who have looted Kashmirthe wealth of Kashmir.,,,,,[],kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,"Have militants killed any of those who have looted Kashmir?""",,,,,[],kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,"he said, speaking at a tourism function in Kargil of Ladakh region.he explained guns have never been the solution to problems.",Kargil,Kargil,Kargil,JAMMU & KASHMIR,[],kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,"""There was an outfit called LTTE in Sri Lanka and an outfit called LTTE in Sri Lanka had support as well but an outfit called LTTE in Sri Lanka has also been finished,"" he said.he was speaking at the inauguration of Kargil Ladakh Tourism Festival-2019 at Khree Sultan Cho Sports Stadium Kargil.",Kargil,Kargil,Kargil,JAMMU & KASHMIR,[],kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4d,‘In A Fit Of Anger’: Governor Clarifies His ‘Advice’ To Militants,(Agencies),Kargil,Kargil,Kargil,JAMMU & KASHMIR,[],kill,https://kashmirobserver.net/2019/local-news/fit-anger-governor-clarifies-his-advice-militants-44940
62f7ce2ed1eafd03bd6fec4e,Governor Says Remark ‘Telling’ Militants To Kill Corrupt Made In Anger,"SRINAGAR — Jammu and Kashmir Governor Satya Pal Malik on Monday expressed regret over Jammu and Kashmir Governor Satya Pal Malik's remark that militants should stop killing innocent people and target the corrupt, saying his remark that militants should stop killing innocent people and target the corrupt was made in a ""fit of anger and frustration"".Jammu and Kashmir Governor Satya Pal Malik said Jammu and Kashmir Governor Satya Pal Malik should not have made the comment as constitutional head of the state but his remark that militants should stop killing innocent people and target the corrupt did reflect Jammu and Kashmir Governor Satya Pal Malik's feelings and Jammu and Kashmir Governor Satya Pal Malik will say the same thing when Jammu and Kashmir Governor Satya Pal Malik is not governor.",Jammu and Kashmir,,,,"[('2019-07-22', 'Monday')]",kill,https://kashmirobserver.net/2019/local-news/governor-says-remark-telling-militants-kill-corrupt-made-anger-44940
62f7ce2ed1eafd03bd6fec4e,Governor Says Remark ‘Telling’ Militants To Kill Corrupt Made In Anger,"""It was in a fit of anger and frustration due to rampant corruption here.",Jammu and Kashmir,,,,[],kill,https://kashmirobserver.net/2019/local-news/governor-says-remark-telling-militants-kill-corrupt-made-anger-44940
